PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
201899,28FEB19,01APR18,31MAR19,430,Geriatric Medicine,72374,19402,71533,841,689,24069,21994,49560,36109,3366,15920,20189,1
201899,28FEB19,01APR18,31MAR19,450,Dental Medicine Specialties,282,271,6,276,266,280,0,10836,7748,866,2784,4964,1
201899,28FEB19,01APR18,31MAR19,460,Medical Ophthalmology,457,450,4,453,446,457,1,9761,7794,620,1187,6607,1
201899,28FEB19,01APR18,31MAR19,499,"Non-UK Provider; specialty function not known, treatment mainly medical",13,0,13,0,0,13,12,422,416,6,343,73,1
201899,28FEB19,01APR18,31MAR19,501,Obstetrics,74888,41942,74423,465,424,71807,1357,342825,288057,20466,75893,212164,1
201899,28FEB19,01APR18,31MAR19,502,Gynaecology,43035,31466,23736,19299,18041,41739,14067,353719,270853,19278,126748,144104,1
201899,28FEB19,01APR18,31MAR19,503,Gynaecological Oncology,1721,1524,1206,515,476,1624,102,22982,17571,1060,6957,10614,1
201899,28FEB19,01APR18,31MAR19,560,Midwife episode,17043,7515,17038,5,1,16620,548,232551,197085,12731,46184,150900,1
201899,28FEB19,01APR18,31MAR19,650,Physiotherapy,42,37,5,37,37,41,3,519065,410652,37200,108251,302350,1
201899,28FEB19,01APR18,31MAR19,651,Occupational Therapy,2,1,2,0,0,2,0,51082,42898,3473,12119,30770,1
201899,28FEB19,01APR18,31MAR19,652,Speech and Language Therapy,1,0,1,0,0,1,1,19793,17077,824,3750,13325,1
201899,28FEB19,01APR18,31MAR19,653,Podiatry,234,229,47,187,183,234,0,85981,70136,5292,10706,59430,1
201899,28FEB19,01APR18,31MAR19,654,Dietetics,,,,,,,,57734,44954,4553,14273,30681,1
201899,28FEB19,01APR18,31MAR19,655,Orthoptics,8,7,5,3,3,8,4,53490,38503,5215,8611,29892,1
201899,28FEB19,01APR18,31MAR19,656,Clinical Psychology,6,3,3,3,3,6,2,16893,13450,1255,2645,10805,1
201899,28FEB19,01APR18,31MAR19,657,Prosthetics,,,,,,,,1441,1079,80,134,945,1
201899,28FEB19,01APR18,31MAR19,658,Orthotics,1,0,1,0,0,1,1,29559,23998,1949,8143,15854,1
201899,28FEB19,01APR18,31MAR19,660,Art Therapy,,,,,,,,45,45,0,0,45,1
201899,28FEB19,01APR18,31MAR19,662,Optometry,1,1,0,1,1,1,0,10453,7833,796,2134,5699,1
201899,28FEB19,01APR18,31MAR19,663,Podiatric Surgery,353,345,3,350,342,352,0,3646,2620,225,573,2047,1
201899,28FEB19,01APR18,31MAR19,700,Learning Disability (previously MH),782,0,782,0,0,757,48,30414,23616,2399,3267,20349,1
201899,28FEB19,01APR18,31MAR19,710,Adult Mental Illness,6604,27,6593,11,1,4745,3439,166566,122384,21150,16876,105507,1
201899,28FEB19,01APR18,31MAR19,711,Child & Adolescent Psychiatry,250,2,248,2,1,222,86,32466,23712,4064,3559,20153,1
201899,28FEB19,01APR18,31MAR19,712,Forensic Psychiatry,189,1,189,0,0,61,20,1595,1281,125,138,1143,1
201899,28FEB19,01APR18,31MAR19,713,Psychotherapy,22,12,13,9,9,20,7,4684,3350,321,422,2928,1
201899,28FEB19,01APR18,31MAR19,715,Old Age Psychiatry,1342,16,1335,7,2,963,564,42962,33124,2095,5031,28093,1
201899,28FEB19,01APR18,31MAR19,720,Eating Disorders,7,0,7,0,0,6,2,707,540,50,54,486,1
201899,28FEB19,01APR18,31MAR19,721,Addiction Services,52,0,52,0,0,52,0,532,227,177,37,190,1
201899,28FEB19,01APR18,31MAR19,722,Liaison Psychiatry,5,0,5,0,0,3,3,1315,1160,76,387,773,1
201899,28FEB19,01APR18,31MAR19,723,Psychiatric Intensive Care,31,0,31,0,0,10,4,,,,,,
201899,28FEB19,01APR18,31MAR19,724,Perinatal Psychiatry,21,0,21,0,0,17,8,573,374,110,55,319,1
201899,28FEB19,01APR18,31MAR19,725,Mental Health Recovery and Rehabilitation Service,5,0,5,0,0,5,2,642,431,79,40,391,1
201899,28FEB19,01APR18,31MAR19,727,Dementia Assessment Service,1,0,1,0,0,1,1,372,353,13,114,239,1
201899,28FEB19,01APR18,31MAR19,800,Clinical Oncology (previously Radiotherapy),30923,27170,5338,25585,24291,29555,2328,232465,202353,5098,22231,180122,1
201899,28FEB19,01APR18,31MAR19,811,Interventional Radiology,5838,5483,1542,4296,4150,4784,57,8013,7348,221,5106,2242,1
201899,28FEB19,01APR18,31MAR19,812,Diagnostic Imaging,1115,1056,80,1035,986,1078,3,396389,375184,3693,207789,167395,1
201899,28FEB19,01APR18,31MAR19,822,Chemical Pathology,196,165,37,159,159,173,14,7206,4908,658,1579,3329,1
201899,28FEB19,01APR18,31MAR19,834,Medical Virology,,,,,,,,1854,1192,328,107,1085,1
201899,28FEB19,01APR18,31MAR19,840,Audiology,2,1,2,0,0,2,2,127318,113340,5138,45005,68335,1
201899,28FEB19,01APR18,31MAR19,920,Diabetic Education Service,3,1,3,0,0,3,3,718,531,68,168,363,1
201899,31JAN19,01APR18,31MAR19,&,Not Known,1391,681,815,576,572,1336,539,11461,7015,411,1649,5303,1
201899,31JAN19,01APR18,31MAR19,100,General Surgery,118077,81186,72681,45396,42764,106339,52437,241026,187658,13813,74215,113443,1
201899,31JAN19,01APR18,31MAR19,101,Urology,60651,49543,26729,33922,31064,56133,10670,345279,257341,21059,81351,175990,1
201899,31JAN19,01APR18,31MAR19,102,Transplantation Surgery,1250,868,1026,224,199,930,400,10148,7997,613,729,7268,1
201899,31JAN19,01APR18,31MAR19,103,Breast Surgery,6732,6443,2590,4142,4021,6614,169,150828,123894,7119,58354,65539,1
201899,31JAN19,01APR18,31MAR19,104,Colorectal Surgery,24603,21270,7586,17017,16413,22777,3095,101858,76999,6286,35354,41645,1
201899,31JAN19,01APR18,31MAR19,105,Hepatobiliary & Pancreatic Surgery,2895,1913,2474,421,378,2159,850,9083,6931,569,2185,4746,1
201899,31JAN19,01APR18,31MAR19,106,Upper Gastrointestinal Surgery,8692,7237,3555,5137,4940,7736,1402,23689,17524,1574,7309,10215,1
201899,31JAN19,01APR18,31MAR19,107,Vascular Surgery,9449,7589,5593,3856,3562,8037,2037,68577,50055,4972,21803,28251,1
201899,31JAN19,01APR18,31MAR19,108,Spinal Surgery Service,4253,3688,2238,2015,1928,3909,421,36650,27762,1937,8955,18807,1
201899,31JAN19,01APR18,31MAR19,110,Trauma & Orthopaedics,93045,80151,53910,39135,37203,85246,22420,833778,662945,49476,222559,440384,1
201899,31JAN19,01APR18,31MAR19,120,"Ear, Nose & Throat (ENT)",26140,21079,12879,13261,12436,25226,7117,353762,257512,24945,108490,149021,1
201899,31JAN19,01APR18,31MAR19,130,Ophthalmology,66321,63023,2848,63473,60552,65641,1255,902539,698526,55709,171433,527092,1
201899,31JAN19,01APR18,31MAR19,140,Oral Surgery,16214,15044,1900,14314,13514,15982,906,116127,85740,9603,39585,46155,1
201899,31JAN19,01APR18,31MAR19,141,Restorative Dentistry,837,785,9,828,778,836,2,51221,38301,3358,7849,30452,1
201899,31JAN19,01APR18,31MAR19,142,Paediatric Dentistry,2395,2191,60,2335,2136,2394,11,16247,11751,1593,3343,8408,1
201899,31JAN19,01APR18,31MAR19,143,Orthodontics,42,39,7,35,35,39,4,92288,71930,5834,6494,65436,1
201899,31JAN19,01APR18,31MAR19,144,Maxillo Facial Surgery,9048,8119,2624,6424,6058,8858,1280,66959,47248,5530,18566,28682,1
201899,31JAN19,01APR18,31MAR19,150,Neurosurgery,7493,6081,6367,1126,1027,6108,1816,42267,30619,2640,11141,19478,1
201899,31JAN19,01APR18,31MAR19,160,Plastic Surgery,20232,18107,5975,14257,13424,19824,3523,115162,88700,7497,25284,63364,1
201899,31JAN19,01APR18,31MAR19,161,Burns Care,496,318,392,104,97,469,284,5938,5080,347,1254,3826,1
201899,31JAN19,01APR18,31MAR19,170,Cardiothoracic Surgery,1025,839,999,26,22,764,141,5502,4296,266,1627,2669,1
201899,31JAN19,01APR18,31MAR19,171,Paediatric Surgery,4902,3743,2697,2205,2006,4524,1473,19618,14215,1626,6666,7549,1
201899,31JAN19,01APR18,31MAR19,172,Cardiac Surgery,2685,2112,2665,20,16,2023,269,8152,6557,354,2087,4470,1
201899,31JAN19,01APR18,31MAR19,173,Thoracic Surgery,2195,1884,2096,99,80,1972,233,6732,5324,417,1716,3608,1
201899,31JAN19,01APR18,31MAR19,174,Cardiothoracic Transplantation,302,261,223,79,76,285,79,2271,1913,61,137,1776,1
201899,31JAN19,01APR18,31MAR19,180,Accident & Emergency (A&E),68807,14512,68593,214,179,67091,66812,18274,15935,1325,13028,2907,1
201899,31JAN19,01APR18,31MAR19,190,Anaesthetics,919,760,385,534,509,707,145,65401,54391,2562,19227,35164,1
201899,31JAN19,01APR18,31MAR19,191,Pain Management,16689,16007,365,16324,15673,16582,52,109801,76375,9142,21646,54729,1
201899,31JAN19,01APR18,31MAR19,192,Critical Care Medicine,3966,2290,3956,10,8,1303,1182,848,494,113,322,172,1
201899,31JAN19,01APR18,31MAR19,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",197,0,197,0,0,127,60,135,0,54,0,0,1
201899,31JAN19,01APR18,31MAR19,211,Paediatric Urology,2047,1795,606,1441,1321,2023,140,9975,7014,869,2454,4560,1
201899,31JAN19,01APR18,31MAR19,212,Paediatric Transplantation Surgery,6,5,6,0,0,3,1,11,8,0,0,8,1
201899,31JAN19,01APR18,31MAR19,213,Paediatric Gastrointestinal Surgery,9,7,4,5,5,9,0,2,1,0,1,0,1
201899,31JAN19,01APR18,31MAR19,214,Paediatric Trauma and Orthopaedics,2086,1749,1239,847,744,1968,513,39991,29429,3392,12011,17418,1
201899,31JAN19,01APR18,31MAR19,215,Paediatric Ear Nose and Throat,3205,2839,1315,1890,1770,3151,311,24491,17510,2199,7279,10231,1
201899,31JAN19,01APR18,31MAR19,216,Paediatric Ophthalmology,681,618,95,586,547,673,15,59983,43358,6795,11378,31980,1
201899,31JAN19,01APR18,31MAR19,217,Paediatric Maxillo-facial Surgery,443,389,176,267,238,438,121,3220,2294,333,742,1552,1
201899,31JAN19,01APR18,31MAR19,218,Paediatric Neurosurgery,693,549,488,205,179,592,159,2862,2200,214,561,1639,1
201899,31JAN19,01APR18,31MAR19,219,Paediatric Plastic Surgery,1700,1529,818,882,807,1680,498,10070,8175,726,2602,5573,1
201899,31JAN19,01APR18,31MAR19,220,Paediatric Burns Care,253,206,239,14,13,250,204,2285,1946,136,607,1339,1
201899,31JAN19,01APR18,31MAR19,221,Paediatric Cardiac Surgery,402,337,390,12,5,218,4,247,225,5,85,140,1
201899,31JAN19,01APR18,31MAR19,222,Paediatric Thoracic Surgery,28,24,23,5,4,22,0,132,97,9,15,82,1
201899,31JAN19,01APR18,31MAR19,223,Paediatric Epilepsy,79,50,44,35,20,71,7,4365,3249,362,667,2582,1
201899,31JAN19,01APR18,31MAR19,241,Paediatric Pain Management,1,1,1,0,0,1,0,422,278,28,62,216,1
201899,31JAN19,01APR18,31MAR19,242,Paediatric Intensive Care,793,614,792,1,0,334,170,184,164,20,28,136,1
201899,31JAN19,01APR18,31MAR19,251,Paediatric Gastroenterology,2353,2103,486,1867,1773,2264,113,13633,9192,974,2257,6935,1
201899,31JAN19,01APR18,31MAR19,252,Paediatric Endocrinology,1052,948,179,873,829,1024,20,10532,7788,919,1532,6256,1
201899,31JAN19,01APR18,31MAR19,253,Paediatric Clinical Haematology,2486,2146,538,1948,1886,2397,268,8392,6691,570,789,5902,1
201899,31JAN19,01APR18,31MAR19,254,Paediatric Audiological Medicine,20,17,5,15,13,20,0,8190,6016,754,2434,3582,1
201899,31JAN19,01APR18,31MAR19,255,Paediatric Clinical Immunology and Allergy,1300,653,54,1246,621,1290,13,10796,7365,887,2963,4402,1
201899,31JAN19,01APR18,31MAR19,256,Paediatric Infectious Diseases,100,44,43,57,32,81,16,1295,1021,127,282,739,1
201899,31JAN19,01APR18,31MAR19,257,Paediatric Dermatology,353,211,31,322,200,332,14,19028,13090,1779,4314,8763,1
201899,31JAN19,01APR18,31MAR19,258,Paediatric Respiratory Medicine,1868,1205,1425,443,347,1650,453,15224,11096,1373,2790,8306,1
201899,31JAN19,01APR18,31MAR19,259,Paediatric Nephrology,914,710,278,636,560,862,102,6847,5500,426,721,4779,1
201899,31JAN19,01APR18,31MAR19,260,Paediatric Medical Oncology,3458,2886,1037,2421,2274,3350,468,7597,6447,297,350,6097,1
201899,31JAN19,01APR18,31MAR19,261,Paediatric Metabolic Disease,291,202,113,178,138,279,23,2014,1615,113,158,1457,1
201899,31JAN19,01APR18,31MAR19,262,Paediatric Rheumatology,1244,998,66,1178,940,1236,11,5807,4250,420,861,3389,1
201899,31JAN19,01APR18,31MAR19,263,Paediatric Diabetic Medicine,84,33,52,32,32,76,39,14249,11346,998,325,11021,1
201899,31JAN19,01APR18,31MAR19,264,Paediatric Cystic Fibrosis,186,115,92,94,66,175,27,2000,1601,55,28,1573,1
201899,31JAN19,01APR18,31MAR19,280,Paediatric Interventional Radiology,265,251,160,105,100,58,0,248,225,3,98,127,1
201899,31JAN19,01APR18,31MAR19,290,Community Paediatrics,53,26,23,30,25,53,21,34891,27445,2771,6754,20691,1
201899,31JAN19,01APR18,31MAR19,291,Paediatric Neuro-disability,48,41,15,33,33,45,3,8387,6053,698,1338,4713,1
201899,31JAN19,01APR18,31MAR19,300,General Medicine,340872,91767,321097,19775,17392,241212,218303,132701,112329,7365,50190,62125,1
201899,31JAN19,01APR18,31MAR19,301,Gastroenterology,139237,119827,26926,112311,107894,117992,3564,256087,184504,20730,65429,119075,1
201899,31JAN19,01APR18,31MAR19,302,Endocrinology,10739,4462,8245,2494,2342,4980,2288,89322,61461,7641,15584,45877,1
201899,31JAN19,01APR18,31MAR19,303,Clinical Haematology,59041,53526,9392,49649,47891,56402,3318,217603,172018,12919,21557,150433,1
201899,31JAN19,01APR18,31MAR19,304,Clinical Physiology,4,2,1,3,2,3,0,62879,49922,3826,27397,22525,1
201899,31JAN19,01APR18,31MAR19,305,Clinical Pharmacology,435,128,407,28,23,154,116,1508,1085,106,218,867,1
201899,31JAN19,01APR18,31MAR19,306,Hepatology,3655,2422,2237,1418,1294,2150,321,43094,29819,5234,6590,23229,1
201899,31JAN19,01APR18,31MAR19,307,Diabetic Medicine,6389,1792,5937,452,372,2314,1810,139171,103095,14124,16929,86166,1
201899,31JAN19,01APR18,31MAR19,308,Bone & Marrow Transplantation,427,368,209,218,212,379,38,3740,3133,108,131,3002,1
201899,31JAN19,01APR18,31MAR19,309,Haemophilia,130,116,24,106,103,127,17,4087,2889,519,479,2410,1
201899,31JAN19,01APR18,31MAR19,310,Audiological Medicine,1,1,1,0,0,1,1,46187,36422,2315,15694,20728,1
201899,31JAN19,01APR18,31MAR19,311,Clinical Genetics,15,14,7,8,8,14,4,10205,8001,696,5425,2576,1
201899,31JAN19,01APR18,31MAR19,313,Clinical Immunology & Allergy,1061,874,17,1044,865,1056,6,6089,3958,484,1520,2438,1
201899,31JAN19,01APR18,31MAR19,314,Rehabilitation,5696,3223,5554,142,129,2809,563,37466,28365,2480,6376,21989,1
201899,31JAN19,01APR18,31MAR19,315,Palliative Medicine,1007,176,989,18,18,474,280,14148,12613,415,2542,10071,1
201899,31JAN19,01APR18,31MAR19,316,Clinical Immunology,1179,1153,17,1162,1141,1178,5,4059,2687,322,681,2006,1
201899,31JAN19,01APR18,31MAR19,317,Allergy,1052,780,18,1034,765,1051,4,11306,7629,1024,3220,4409,1
201899,31JAN19,01APR18,31MAR19,318,Intermediate Care,1626,483,1626,0,0,801,125,81402,79852,1187,11008,68844,1
201899,31JAN19,01APR18,31MAR19,319,Respite Care,410,3,410,0,0,409,43,2,2,0,0,2,1
201899,31JAN19,01APR18,31MAR19,320,Cardiology,59329,39934,40908,18421,17208,36015,11724,432659,331822,28319,145866,185956,1
201899,31JAN19,01APR18,31MAR19,321,Paediatric Cardiology,1243,1034,738,505,461,1033,111,23873,18730,1476,4891,13839,1
201899,31JAN19,01APR18,31MAR19,322,Clinical Microbiology,6,5,2,4,4,6,2,156,135,10,43,92,1
201899,31JAN19,01APR18,31MAR19,323,Spinal Injuries,231,175,188,43,38,173,9,2318,1683,129,150,1533,1
201899,31JAN19,01APR18,31MAR19,324,Anticoagulant Service,10,7,5,5,5,9,3,96936,85237,6531,5088,80149,1
201899,31JAN19,01APR18,31MAR19,325,Sport & Exercise Medicine,613,150,608,5,5,549,537,1893,1028,165,475,553,1
201899,31JAN19,01APR18,31MAR19,327,Cardiac Rehabilitation,,,,,,,,16658,12834,1071,1652,11182,1
201899,31JAN19,01APR18,31MAR19,328,Stroke Medicine,10144,5372,10131,13,12,4522,4240,9250,6837,917,3148,3689,1
201899,31JAN19,01APR18,31MAR19,329,Transient Ischaemic Attack,280,154,245,35,35,201,163,10451,8853,534,6989,1864,1
201899,31JAN19,01APR18,31MAR19,330,Dermatology,13505,12695,393,13112,12471,13411,98,409314,308248,24988,90721,217046,1
201899,31JAN19,01APR18,31MAR19,331,Congenital Heart Disease Service,143,119,83,60,57,119,27,5704,4339,410,951,3388,1
201899,31JAN19,01APR18,31MAR19,340,Respiratory Medicine (Thoracic Medicine),56418,19827,47805,8613,7033,22853,12302,242858,175877,20189,56501,119376,1
201899,31JAN19,01APR18,31MAR19,341,Respiratory Physiology,1211,1033,946,265,256,1116,17,52623,39243,4699,12818,26425,1
201899,31JAN19,01APR18,31MAR19,342,Programmed Pulmonary Rehabilitation,,,,,,,,5906,4772,525,685,4087,1
201899,31JAN19,01APR18,31MAR19,343,Adult Cystic Fibrosis,748,367,410,338,141,673,159,3155,2357,253,53,2304,1
201899,31JAN19,01APR18,31MAR19,344,Complex Specialised Rehabilitation Service,35,31,35,0,0,18,2,810,649,63,130,519,1
201899,31JAN19,01APR18,31MAR19,345,Specialist Rehabilitation Service,19,17,19,0,0,8,2,62,50,8,5,45,1
201899,31JAN19,01APR18,31MAR19,346,Local Specialist Rehabilitation Service,20,14,20,0,0,9,0,206,192,14,15,177,1
201899,31JAN19,01APR18,31MAR19,350,Infectious Diseases,3397,1270,2876,521,453,1399,816,19881,14935,2842,3375,11560,1
201899,31JAN19,01APR18,31MAR19,352,Tropical Medicine,75,31,54,21,20,33,12,1012,936,67,546,390,1
201899,31JAN19,01APR18,31MAR19,360,Genitourinary Medicine,64,24,45,19,7,33,10,6727,5329,807,1150,4179,1
201899,31JAN19,01APR18,31MAR19,361,Nephrology,15294,9437,11227,4067,3800,8688,3583,124929,96270,7943,9861,86031,1
201899,31JAN19,01APR18,31MAR19,370,Medical Oncology,35808,32018,5989,29819,28371,34854,3155,180853,150924,5516,14012,136912,1
201899,31JAN19,01APR18,31MAR19,371,Nuclear Medicine,33,33,25,8,8,33,0,3482,2839,66,965,1874,1
201899,31JAN19,01APR18,31MAR19,400,Neurology,12602,10597,4443,8159,7741,10879,1781,190208,131873,15294,46025,85466,1
201899,31JAN19,01APR18,31MAR19,401,Clinical Neuro-physiology,176,167,43,133,131,173,5,25179,20531,1591,19031,1500,1
201899,31JAN19,01APR18,31MAR19,410,Rheumatology,14286,13004,1335,12951,12483,13736,599,267845,194042,17946,36818,157224,1
201899,31JAN19,01APR18,31MAR19,420,Paediatrics,80568,11086,75852,4716,3384,76099,64242,215873,160273,17558,76600,83498,1
201899,31JAN19,01APR18,31MAR19,421,Paediatric Neurology,1168,876,418,750,628,1020,124,10706,7640,699,2124,5516,1
201899,31JAN19,01APR18,31MAR19,422,Neonatology,14822,5021,14814,8,6,11438,829,8572,6906,666,2307,4596,1
201899,31JAN19,01APR18,31MAR19,424,Well Babies,33969,1286,33967,2,1,33514,282,9518,7330,468,1847,5483,1
201899,31JAN19,01APR18,31MAR19,430,Geriatric Medicine,81987,21378,81117,870,771,27442,25119,56070,40286,4167,17932,22354,1
201899,31JAN19,01APR18,31MAR19,450,Dental Medicine Specialties,331,326,10,321,317,331,1,12406,8764,1080,3070,5694,1
201899,31JAN19,01APR18,31MAR19,460,Medical Ophthalmology,600,598,5,595,593,600,1,11624,9233,817,1633,7600,1
201899,31JAN19,01APR18,31MAR19,499,"Non-UK Provider; specialty function not known, treatment mainly medical",6,0,6,0,0,6,5,344,335,9,236,99,1
201899,31JAN19,01APR18,31MAR19,501,Obstetrics,83135,46598,82675,460,420,79633,1434,389642,327814,23767,85393,240403,1
201899,31JAN19,01APR18,31MAR19,502,Gynaecology,46533,33363,25392,21141,19659,45043,15526,398372,305683,23150,142316,163312,1
201899,31JAN19,01APR18,31MAR19,503,Gynaecological Oncology,1820,1646,1175,645,610,1740,114,25494,19588,1285,7254,12334,1
201899,31JAN19,01APR18,31MAR19,560,Midwife episode,18990,8367,18987,3,2,18602,539,266422,226530,14368,53214,173316,1
201899,31JAN19,01APR18,31MAR19,650,Physiotherapy,45,40,7,38,37,43,3,597920,473124,44368,126211,346876,1
201899,31JAN19,01APR18,31MAR19,651,Occupational Therapy,1,0,1,0,0,1,0,57792,48488,4106,13929,34550,1
201899,31JAN19,01APR18,31MAR19,652,Speech and Language Therapy,4,2,3,1,1,4,3,22949,19675,996,4402,15273,1
201899,31JAN19,01APR18,31MAR19,653,Podiatry,259,255,40,219,217,259,2,101155,82301,6607,12668,69633,1
201899,31JAN19,01APR18,31MAR19,654,Dietetics,,,,,,,,65202,50907,5405,15726,35181,1
201899,31JAN19,01APR18,31MAR19,655,Orthoptics,2,2,2,0,0,1,1,60997,44342,6327,9919,34423,1
201899,31JAN19,01APR18,31MAR19,656,Clinical Psychology,,,,,,,,17715,13914,1438,3087,10827,1
201899,31JAN19,01APR18,31MAR19,657,Prosthetics,,,,,,,,1686,1327,95,154,1173,1
201899,31JAN19,01APR18,31MAR19,658,Orthotics,3,2,2,1,1,3,2,32776,26741,2239,9187,17553,1
201899,31JAN19,01APR18,31MAR19,660,Art Therapy,,,,,,,,34,34,0,0,34,1
201899,31JAN19,01APR18,31MAR19,662,Optometry,,,,,,,,11750,8661,1008,2424,6237,1
201899,31JAN19,01APR18,31MAR19,663,Podiatric Surgery,372,355,3,369,352,372,1,4385,3101,336,666,2435,1
201899,31JAN19,01APR18,31MAR19,700,Learning Disability (previously MH),781,0,781,0,0,757,60,34607,27113,2763,3586,23525,1
201899,31JAN19,01APR18,31MAR19,710,Adult Mental Illness,7992,35,7979,13,0,5723,4157,196147,146640,24920,20184,126452,1
201899,31JAN19,01APR18,31MAR19,711,Child & Adolescent Psychiatry,300,1,300,0,0,268,105,39261,29868,4218,3942,25924,1
201899,31JAN19,01APR18,31MAR19,712,Forensic Psychiatry,230,0,230,0,0,84,17,1568,1197,116,146,1051,1
201899,31JAN19,01APR18,31MAR19,713,Psychotherapy,21,12,11,10,10,20,8,3956,2610,333,350,2260,1
201899,31JAN19,01APR18,31MAR19,715,Old Age Psychiatry,1356,22,1353,3,0,972,550,52035,40474,2594,6320,34154,1
201899,31JAN19,01APR18,31MAR19,720,Eating Disorders,12,1,12,0,0,11,0,1433,1197,58,137,1060,1
201899,31JAN19,01APR18,31MAR19,721,Addiction Services,52,0,52,0,0,51,2,581,236,220,33,203,1
201899,31JAN19,01APR18,31MAR19,722,Liaison Psychiatry,1,0,1,0,0,1,0,1430,1221,90,404,817,1
201899,31JAN19,01APR18,31MAR19,723,Psychiatric Intensive Care,43,0,43,0,0,20,3,,,,,,
201899,31JAN19,01APR18,31MAR19,724,Perinatal Psychiatry,19,0,19,0,0,11,5,749,476,166,83,393,1
201899,31JAN19,01APR18,31MAR19,725,Mental Health Recovery and Rehabilitation Service,1,0,1,0,0,1,1,623,428,99,36,392,1
201899,31JAN19,01APR18,31MAR19,727,Dementia Assessment Service,,,,,,,,415,396,13,130,266,1
201899,31JAN19,01APR18,31MAR19,800,Clinical Oncology (previously Radiotherapy),34408,30261,5847,28561,27109,32884,2451,259713,226079,6187,25571,200508,1
201899,31JAN19,01APR18,31MAR19,811,Interventional Radiology,6330,5955,1580,4750,4557,5272,81,9329,8521,312,5888,2633,1
201899,31JAN19,01APR18,31MAR19,812,Diagnostic Imaging,1272,1209,89,1183,1134,1231,5,443101,419769,4258,232354,187415,1
201899,31JAN19,01APR18,31MAR19,822,Chemical Pathology,227,191,41,186,182,203,17,7978,5398,851,1729,3669,1
201899,31JAN19,01APR18,31MAR19,834,Medical Virology,1,0,1,0,0,1,1,2089,1321,410,116,1205,1
201899,31JAN19,01APR18,31MAR19,840,Audiology,1,1,1,0,0,1,1,141926,126270,5991,50394,75876,1
201899,31JAN19,01APR18,31MAR19,920,Diabetic Education Service,,,,,,,,837,545,105,186,359,1
201899,31DEC18,01APR18,31MAR19,&,Not Known,791,96,788,3,3,729,500,5256,2407,334,590,1793,1
201899,31DEC18,01APR18,31MAR19,100,General Surgery,108200,72840,70382,37818,35713,97012,51029,192660,147700,11325,59993,87707,1
201899,31DEC18,01APR18,31MAR19,101,Urology,53114,42845,25564,27550,25281,48572,10474,283756,206943,17495,66626,140316,1
201899,31DEC18,01APR18,31MAR19,102,Transplantation Surgery,1102,746,918,184,158,794,341,8003,6430,511,482,5948,1
201899,31DEC18,01APR18,31MAR19,103,Breast Surgery,5570,5305,2215,3355,3257,5468,161,131061,105828,6589,53263,52565,1
201899,31DEC18,01APR18,31MAR19,104,Colorectal Surgery,22170,19220,7330,14840,14336,20516,2845,82950,61997,5348,29857,32140,1
201899,31DEC18,01APR18,31MAR19,105,Hepatobiliary & Pancreatic Surgery,2557,1720,2249,308,273,1827,576,7274,5463,431,1671,3792,1
201899,31DEC18,01APR18,31MAR19,106,Upper Gastrointestinal Surgery,7715,6381,3386,4329,4150,6823,1310,18333,13187,1293,5641,7546,1
201899,31DEC18,01APR18,31MAR19,107,Vascular Surgery,8293,6642,5264,3029,2784,6920,1947,54479,39512,3798,17621,21891,1
201899,31DEC18,01APR18,31MAR19,108,Spinal Surgery Service,3861,3384,1988,1873,1756,3550,364,29122,21781,1532,7326,14455,1
201899,31DEC18,01APR18,31MAR19,110,Trauma & Orthopaedics,85743,73238,53368,32375,30664,78351,22183,671336,526441,41695,183401,343038,1
201899,31DEC18,01APR18,31MAR19,120,"Ear, Nose & Throat (ENT)",22592,17739,11827,10765,10048,21734,6791,289168,204972,20574,87590,117382,1
201899,31DEC18,01APR18,31MAR19,130,Ophthalmology,52405,49766,2581,49824,47513,51930,1226,727524,553684,45497,137569,416115,1
201899,31DEC18,01APR18,31MAR19,140,Oral Surgery,12406,11447,1788,10618,10017,12206,860,93435,67723,7920,32033,35690,1
201899,31DEC18,01APR18,31MAR19,141,Restorative Dentistry,511,473,8,503,467,509,0,37395,27737,2296,5819,21918,1
201899,31DEC18,01APR18,31MAR19,142,Paediatric Dentistry,1714,1527,40,1674,1496,1712,7,12176,8449,1315,2582,5866,1
201899,31DEC18,01APR18,31MAR19,143,Orthodontics,26,24,5,21,20,25,2,71179,54889,4854,5097,49792,1
201899,31DEC18,01APR18,31MAR19,144,Maxillo Facial Surgery,7743,6860,2752,4991,4706,7549,1460,54439,38491,4713,15674,22817,1
201899,31DEC18,01APR18,31MAR19,150,Neurosurgery,7113,5973,6096,1017,939,5897,1862,34125,24532,2219,8918,15614,1
201899,31DEC18,01APR18,31MAR19,160,Plastic Surgery,18526,16493,6222,12304,11673,18114,3799,98562,76570,6724,22864,53670,1
201899,31DEC18,01APR18,31MAR19,161,Burns Care,505,314,415,90,86,476,307,5253,4554,330,1109,3445,1
